Src Block (Pre),Block height of snapshot,Balance Block (Pre),Number,19234560,Use nearest block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Bal (Pre) Doc ID,Evidence for pre balance,Balance Evidence (Pre),Text,DOC.BAL.0001,Explorer capture or export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Bal (Post),Balance after transaction,Balance (Post),Number,0,Per-asset units.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Asset (Post),Asset held post transaction,Asset (Post),Text,USDT,Matches post balance asset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Block (Post),Block height of snapshot,Balance Block (Post),Number,19234567,Block after inclusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Bal (Post) Doc ID,Evidence for post balance,Balance Evidence (Post),Text,DOC.BAL.0002,Explorer capture or export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Delta,Net asset movement,Net Flow,Number,-100000,Post minus pre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Src Delta Asset,Asset linked to movement,Net Flow Asset,Text,USDT,Asset for delta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Address,Receiving wallet address,To Address,Text,0x...,Recipient for the on-chain action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Address URL,Explorer link to destination,To Address URL,URL,https://etherscan.io/address/...,Address page URL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Attribution,Cluster or service attribution,Entity Attribution,Text,Scheme on-ramp,Based on tool and evidence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Attribution Doc ID,Evidence supporting destination attribution,Attribution Evidence,Text,DOC.ATTR.0100,"KYC, logs, or OSINT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Bal (Pre),Balance before receipt,Balance (Pre),Number,0,Per-asset units.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Asset (Pre),Asset held pre receipt,Asset (Pre),Text,USDT,Matches amount asset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Block (Pre),Block height of snapshot,Balance Block (Pre),Number,19234560,Use nearest block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Bal (Pre) Doc ID,Evidence for pre balance,Balance Evidence (Pre),Text,DOC.BAL.0100,Explorer capture or export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Bal (Post),Balance after receipt,Balance (Post),Number,100000,Per-asset units.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Asset (Post),Asset held post receipt,Asset (Post),Text,USDT,Matches post balance asset.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Block (Post),Block height of snapshot,Balance Block (Post),Number,19234567,Block after inclusion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Bal (Post) Doc ID,Evidence for post balance,Balance Evidence (Post),Text,DOC.BAL.0101,Explorer capture or export.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Delta,Net asset increase,Net Flow,Number,100000,Post minus pre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dst Delta Asset,Asset linked to increase,Net Flow Asset,Text,USDT,Asset for delta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracing Method,Fund attribution methodology applied,Tracing Method,Enum,Exact Match,Use standardized dropdown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,Analyst investigative notes,Analyst Notes,Text,See notes,Objective; avoid speculation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activity Description,Transaction activity narrative summary,Narrative,Text,Deposit to on-ramp,Brief and factual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracing Method,Definition,Typical Use,Notes (legal context),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exact Match,Direct transfer without commingling.,Wallet to wallet transfers; no pooling.,Use when inputs and outputs match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value Trace (Swap),Trace value through asset conversion.,Swaps on DEX/CEX; value equivalence.,Document both legs and pricing source.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIFO,First funds in traced first.,Commingled pools with multiple deposits.,Conservative when older funds likely spent first.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIFO,Most recent funds traced first.,Commingled pools with recent deposit then outflow.,Useful when outflow follows new deposit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro Rata,Allocate outflows proportionally across pool.,Commingled pools with continuous activity.,Often used for fair allocation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowest Intermediate Balance,Trace limited by lowest balance after deposit.,Legal trust tracing in commingled accounts.,Caps remaining claim in the account.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protocol Reconstruction,Decode method and event logs to reconstruct protocol-specific economic effect.,"Smart contract staking, liquidation auctions, mints, burns, address-mapped positions.",Use when explorer transfer list alone misstates the true economic leg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economic Leg Decomposition,Split one transaction into separate rows for each distinct asset movement or legal effect.,"Single tx with burn plus refund, or mint plus contract payout.","Preferred for court schedules so each row has one asset, one source logic, and one destination logic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ref,Hop,Event Type,Chain/Network,Date/Time (UTC),Block #,Method,Amount,Symbol,Asset,Contract Address,Gas,Txn Hash,Txn URL,Doc ID Txn,Src Address,Src Address URL,Src Attribution,Src Attribution Doc ID,Src Bal (Pre),Src Asset (Pre),Src Block (Pre),Src Bal (Pre) Doc ID,Src Bal (Post),Src Asset (Post),Src Block (Post),Src Bal (Post) Doc ID,Src Delta,Src Delta Asset,Dst Address,Dst Address URL,Dst Attribution,Dst Attribution Doc ID,Dst Bal (Pre),Dst Asset (Pre),Dst Block (Pre),Dst Bal (Pre) Doc ID,Dst Bal (Post),Dst Asset (Post),Dst Block (Post),Dst Bal (Post) Doc ID,Dst Delta,Dst Delta Asset,Tracing Method,Notes,Activity Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EX.001,1,Loan Liquidation Bid - Burn Leg,Ethereum,2023-02-16 01:59:47,16638171,loanLiquidateBid,38100000000,HDRN,Hedron,0x3819f64f28...AF905e06,0.002552546,0xccefa0c1...18e2126a,https://etherscan.io/tx/0xccefa0c1e2432164d6b88ee40a07e34765b35c82cdacc10d8bb7a5a518e2126a,DOC.WEB.1001,0x4aC7A66Fb4...39fa20D2,https://etherscan.io/address/0x4aC7A66Fb408587aAf648166185C9c1339fa20D2,Sample Bidder A,DOC.ATTR.SAMPLE.0001,41500000000,HDRN,16638170,DOC.BAL.MOCK.1001,3400000000,HDRN,16638171,DOC.BAL.MOCK.1002,-38100000000,HDRN,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / burn sink,DOC.ATTR.NULL.0001,,,,,,,,,,,Protocol Reconstruction,"Real tx metadata; mock source balances. Zero address displayed only as burn sink, not beneficial owner. Liquidation event shows stakeId 680411 and liquidationId 5814.",Caller burned 38.1B HDRN to become highest bidder in an active Hedron liquidation auction.
EX.002,2,Loan Liquidation Bid - Refund Leg,Ethereum,2023-02-16 01:59:47,16638171,loanLiquidateBid,38000000000,HDRN,Hedron,0x3819f64f28...AF905e06,0.002552546,0xccefa0c1...18e2126a,https://etherscan.io/tx/0xccefa0c1e2432164d6b88ee40a07e34765b35c82cdacc10d8bb7a5a518e2126a,DOC.WEB.1001,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / protocol issuance origin,DOC.ATTR.NULL.0001,,,,,,,,,,,0xF447BE3861...F17024D8,https://etherscan.io/address/0xF447BE386164dADfB5d1e7622613f289F17024D8,Hedron: Deployer (Etherscan label),DOC.ATTR.HDRN.0002,1000000000,HDRN,16638170,DOC.BAL.MOCK.1003,39000000000,HDRN,16638171,DOC.BAL.MOCK.1004,38000000000,HDRN,Economic Leg Decomposition,Refund mint shown as separate leg for court schedule clarity. Prior highest bidder is explorer-labeled Hedron: Deployer.,Protocol minted 38.0B HDRN back to the previous highest bidder after Sample Bidder A outbid them.
EX.003,3,Loan Liquidation Bid - Burn Leg,Ethereum,2023-02-16 02:04:23,16638194,loanLiquidateBid,39000000000,HDRN,Hedron,0x3819f64f28...AF905e06,0.002784572,0x8a7c035a...d94f3602,https://etherscan.io/tx/0x8a7c035ad1d9b698be4d6c059cbf0cb53ff4d7cc81d5df49a76120b9d94f3602,DOC.WEB.1002,0x92441dc512...5141d390,https://etherscan.io/address/0x92441dc5123dEA5EDa6CE9F88605e5e75141d390,Sample Bidder B,DOC.ATTR.SAMPLE.0002,50000000000,HDRN,16638193,DOC.BAL.MOCK.1005,11000000000,HDRN,16638194,DOC.BAL.MOCK.1006,-39000000000,HDRN,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / burn sink,DOC.ATTR.NULL.0001,,,,,,,,,,,Protocol Reconstruction,"Real tx metadata; mock source balances. Same liquidation sequence as EX.001 / EX.002, liquidationId 5814 and stakeId 680411.",Caller burned 39.0B HDRN to become highest bidder in the same Hedron liquidation auction.
EX.004,4,Loan Liquidation Bid - Refund Leg,Ethereum,2023-02-16 02:04:23,16638194,loanLiquidateBid,38100000000,HDRN,Hedron,0x3819f64f28...AF905e06,0.002784572,0x8a7c035a...d94f3602,https://etherscan.io/tx/0x8a7c035ad1d9b698be4d6c059cbf0cb53ff4d7cc81d5df49a76120b9d94f3602,DOC.WEB.1002,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / protocol issuance origin,DOC.ATTR.NULL.0001,,,,,,,,,,,0x4aC7A66Fb4...39fa20D2,https://etherscan.io/address/0x4aC7A66Fb408587aAf648166185C9c1339fa20D2,Sample Bidder A,DOC.ATTR.SAMPLE.0001,3400000000,HDRN,16638193,DOC.BAL.MOCK.1007,41500000000,HDRN,16638194,DOC.BAL.MOCK.1008,38100000000,HDRN,Economic Leg Decomposition,"Refund mint leg recorded separately to show apparent inflow to the prior bidder was an outbid refund, not an external payment or staking reward.",Protocol minted 38.1B HDRN back to Sample Bidder A after they were outbid.
EX.005,5,HDRN Stake Start - Principal Transfer,Ethereum,2026-02-20 12:59:47,24498220,hdrnStakeStart,26070534.4,HDRN,Hedron,0xfc49132144...88A569ed,5.28281E-06,0x6d1a766b...9b58ee66,https://etherscan.io/tx/0x6d1a766b5c94a6902865fb315b72ba3bf0cd24a41e4ac75046f4dfe29b58ee66,DOC.WEB.1003,0xbd1a364919...45F080AC,https://etherscan.io/address/0xbd1a3649190e55F36400446F11c1241245F080AC,Sample HDRN Staker,DOC.ATTR.SAMPLE.0003,26070534.4,HDRN,24498219,DOC.BAL.MOCK.1009,0,HDRN,24498220,DOC.BAL.MOCK.1010,-26070534.4,HDRN,0xfc49132144...88A569ed,https://etherscan.io/address/0xfc4913214444aF5c715cc9F7b52655e788A569ed,IcosaCrypto: ICSA Token,DOC.ATTR.ICOSA.0001,500000000,HDRN,24498219,DOC.BAL.MOCK.1011,526070534.4,HDRN,24498220,DOC.BAL.MOCK.1012,26070534.4,HDRN,Protocol Reconstruction,Real tx metadata. Decoded HDRNStakeStart event packs a 30-day minimum stake length. Pre/post balances are mock placeholders for template use.,"Caller transferred 26,070,534.400069513 HDRN into the Icosa contract to open a HDRN staking position."
EX.006,6,ICSA Stake End - ICSA Mint Leg,Ethereum,2026-02-11 21:33:59,24436246,icsaStakeEnd,9404.112192,ICSA,Icosa,0xfc49132144...88A569ed,0.000212694,0xa02fef6f...076cc430,https://etherscan.io/tx/0xa02fef6fbe7d79a04749463dd544b738faefcd9428adf8be8795ff60076cc430,DOC.WEB.1004,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / protocol issuance origin,DOC.ATTR.NULL.0001,,,,,,,,,,,0xB53aD2d1B3...33eA53F9,https://etherscan.io/address/0xB53aD2d1B3A4ee20f2509E38021736Cf33eA53F9,Sample ICSA Stake Exit,DOC.ATTR.SAMPLE.0004,0,ICSA,24436245,DOC.BAL.MOCK.1013,9404.112192,ICSA,24436246,DOC.BAL.MOCK.1014,9404.112192,ICSA,Economic Leg Decomposition,"ICSA mint leg separated from same-tx HDRN payout leg. In Icosa logic, ICSA stake entry burns ICSA and exit remints ICSA back to the staker.","Protocol minted 9,404.112192469 ICSA back to the staker upon ICSA stake exit."
EX.007,7,ICSA Stake End - HDRN Payout Leg,Ethereum,2026-02-11 21:33:59,24436246,icsaStakeEnd,124744439.3,HDRN,Hedron,0xfc49132144...88A569ed,0.000212694,0xa02fef6f...076cc430,https://etherscan.io/tx/0xa02fef6fbe7d79a04749463dd544b738faefcd9428adf8be8795ff60076cc430,DOC.WEB.1004,0xfc49132144...88A569ed,https://etherscan.io/address/0xfc4913214444aF5c715cc9F7b52655e788A569ed,IcosaCrypto: ICSA Token,DOC.ATTR.ICOSA.0001,500000000,HDRN,24436245,DOC.BAL.MOCK.1015,375255560.7,HDRN,24436246,DOC.BAL.MOCK.1016,-124744439.3,HDRN,0xB53aD2d1B3...33eA53F9,https://etherscan.io/address/0xB53aD2d1B3A4ee20f2509E38021736Cf33eA53F9,Sample ICSA Stake Exit,DOC.ATTR.SAMPLE.0004,0,HDRN,24436245,DOC.BAL.MOCK.1017,124744439.3,HDRN,24436246,DOC.BAL.MOCK.1018,124744439.3,HDRN,Protocol Reconstruction,Same tx as EX.006. Contract-to-wallet HDRN transfer should be scheduled separately from the ICSA mint leg.,"Icosa contract transferred 124,744,439.336648576 HDRN to the staker as part of the ICSA stake exit."
EX.008,8,HDRN Stake End - ICSA Reward Mint Leg,Ethereum,2026-02-20 17:40:47,24499618,hdrnStakeEnd,0.000247601,ICSA,Icosa,0xfc49132144...88A569ed,0.000198335,0x77289ef2...763dab71,https://etherscan.io/tx/0x77289ef280998ec14327d86b104c27b4f383f6289ae90a7d6c78296d763dab71,DOC.WEB.1005,0x0000000000...00000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000,Null address / protocol issuance origin,DOC.ATTR.NULL.0001,,,,,,,,,,,0x926c46a686...d1DAAe66,https://etherscan.io/address/0x926c46a686A00D8d219564d7cE50D5D5d1DAAe66,Sample HDRN Stake Exit,DOC.ATTR.SAMPLE.0005,0,ICSA,24499617,DOC.BAL.MOCK.1019,0.000247601,ICSA,24499618,DOC.BAL.MOCK.1020,0.000247601,ICSA,Economic Leg Decomposition,Decoded HDRNStakeEnd event shows 247601 base units of ICSA and zero penalty fields in the sample event packing. Use separate row from same-tx HDRN return leg.,Protocol minted 0.000247601 ICSA to the staker when the HDRN stake was ended.
EX.009,9,HDRN Stake End - HDRN Return Leg,Ethereum,2026-02-20 17:40:47,24499618,hdrnStakeEnd,9503316.296,HDRN,Hedron,0xfc49132144...88A569ed,0.000198335,0x77289ef2...763dab71,https://etherscan.io/tx/0x77289ef280998ec14327d86b104c27b4f383f6289ae90a7d6c78296d763dab71,DOC.WEB.1005,0xfc49132144...88A569ed,https://etherscan.io/address/0xfc4913214444aF5c715cc9F7b52655e788A569ed,IcosaCrypto: ICSA Token,DOC.ATTR.ICOSA.0001,50000000,HDRN,24499617,DOC.BAL.MOCK.1021,40496683.7,HDRN,24499618,DOC.BAL.MOCK.1022,-9503316.296,HDRN,0x926c46a686...d1DAAe66,https://etherscan.io/address/0x926c46a686A00D8d219564d7cE50D5D5d1DAAe66,Sample HDRN Stake Exit,DOC.ATTR.SAMPLE.0005,0,HDRN,24499617,DOC.BAL.MOCK.1023,9503316.296,HDRN,24499618,DOC.BAL.MOCK.1024,9503316.296,HDRN,Protocol Reconstruction,Same tx as EX.008. Contract-to-wallet transfer should be scheduled separately from ICSA reward mint so source and destination logic remain clear.,"Icosa contract returned 9,503,316.295936916 HDRN to the staker when the HDRN stake was ended."
